,Event,Stage,Query Date,Query Term,Id,Username,Text,Date,Hashtags,Location
426,january-end,before,2019-01-30,power outage,1090253633621504000,criscoboy,Power outage. #TOstorm,2019-01-29 14:21:36+00:00,#TOstorm,
427,january-end,before,2019-01-30,power outage,1090253398128185344,Amani_rose2008,"Hope it turns on soon, if you're near any of that crazy ass cold I hope you stay warm too. And try to save power. I've been through my fair share of power outages. My power goes when the wind sneezes ",2019-01-29 14:20:40+00:00,,
428,january-end,before,2019-01-30,power outage,1090253322790100992,humbercollege,We are investigating the power outage at @humberlakeshore and will provide an update as soon as possible.,2019-01-29 14:20:22+00:00,,
429,january-end,before,2019-01-30,power outage,1090253282046545921,factybuysdirect,With winter just beginning it is a perfect time to grab a space heater in case of a power outage. Click the link below to shop for one today. : http://bit.ly/FBDspaceheaters,2019-01-29 14:20:13+00:00,,
430,january-end,before,2019-01-30,power outage,1090253272995295232,alwayssmiling30,"Be prepared for power outages with these basic safety tips on what to do before, during and after a power outage: https://goo.gl/W13dtt",2019-01-29 14:20:10+00:00,,
431,january-end,before,2019-01-30,power outage,1090253271430848512,jawadalikhn,"No @PayPal, outdated banking practices, frequent power outages, limited computer literacy, confusing tax laws, yet the freelancers in #Pakistan continue to shine Imagine the growth prospects if @pid_gov starts facilitating us! @Asad_Umar @Hammad_Azhar @ImranKhanPTI #Freelancer",2019-01-29 14:20:10+00:00,#Pakistan #Freelancer,
432,january-end,before,2019-01-30,power outage,1090253161623891968,RockcastleCoSch,Power Outage at BES – Rockcastle County Schools http://rockcastle.kyschools.us/blog/power-outage-at-bes/#.XFBg-DMLKk4.twitter,2019-01-29 14:19:44+00:00,,
433,january-end,before,2019-01-30,power outage,1090253112009547777,marthajo59,"Me at 8:52 am: Don't forget, there's a planned power outage starting around 9. Me at 9:07 am: Dammit, what's wrong with my curling iron?!",2019-01-29 14:19:32+00:00,,
434,january-end,before,2019-01-30,power outage,1090253111699083264,sannour2,I have seen cats causing power outage twice in the same data center.,2019-01-29 14:19:32+00:00,,
435,january-end,before,2019-01-30,power outage,1090252798883577856,Sky_PIbot,Home Land On Power Grid Supply @19:48 &amp; Outage =&gt; 0:00:08,2019-01-29 14:18:17+00:00,,
436,january-end,before,2019-01-30,power outage,1090252726364237825,DavidLWindt,"This is what #ClimateChange looks like in Australia right now. Extreme heat and power outages are impacting business: ""business owners report heatwaves are costing them thousands"" #ExtinctionRebellion #SchoolStrike4Climate",2019-01-29 14:18:00+00:00,#ClimateChange #ExtinctionRebellion #SchoolStrike4Climate,
437,january-end,before,2019-01-30,power outage,1090252710295846912,JamieSaylor83,Power Outage at BES – Rockcastle County Schools http://rockcastle.kyschools.us/blog/power-outage-at-bes/#.XFBgjbJ-qn0.twitter,2019-01-29 14:17:56+00:00,,
438,january-end,before,2019-01-30,power outage,1090252662048808960,jmattrock1,Power Outage at BES – Rockcastle County Schools http://rockcastle.kyschools.us/blog/power-outage-at-bes/#.XFBgg0nF8iQ.twitter,2019-01-29 14:17:45+00:00,,
439,january-end,before,2019-01-30,power outage,1090252010165805059,areyoucomfort,Tip Tuesday: Harsh winter storms can bring power outages to your home. Make sure you stock up on flashlight batteries and non-perishable food items for emergency use. ,2019-01-29 14:15:09+00:00,,
440,january-end,before,2019-01-30,power outage,1090252003270410241,poweralertsbot,"Power outage reported at Syokimau - Katani Rd, Kenya.(syokimau road)",2019-01-29 14:15:08+00:00,,
441,january-end,before,2019-01-30,power outage,1090251483378012160,adrianaaliki,came all the way to campus for there to be a power outage.... what is wrong with yall,2019-01-29 14:13:04+00:00,,
442,january-end,before,2019-01-30,power outage,1090251332907384832,ErynOft,What is this madness? Can you fake a power outage?!?,2019-01-29 14:12:28+00:00,,
443,january-end,before,2019-01-30,power outage,1090251280331796480,kashaziz,"Another power outage. These ""technical faults"" are getting too frequent now @KElectricPk",2019-01-29 14:12:15+00:00,,
444,january-end,before,2019-01-30,power outage,1090251251235856384,kmwrather,Power outage on the #cta brown line. Stuck in a cold steel tube one stop from my home. Guess I should have worked from home.,2019-01-29 14:12:08+00:00,#cta,
445,january-end,before,2019-01-30,power outage,1090250800100724736,buddyredttv,So power outage at school means no classes for me today. Stream starting at 11 sounds like a good time. So I’ll see y’all then!,2019-01-29 14:10:21+00:00,,
446,january-end,before,2019-01-30,power outage,1090250643753730048,kiheidie,i think i am tweeting so much to preemptively make up 4 the fact that we're having a scheduled power outage tomorrow . i'll pass out soon (not from all the tweeting i am not nearly that delicate,2019-01-29 14:09:44+00:00,,
447,january-end,before,2019-01-30,power outage,1090250202462724096,DavidWard126,#Randparkridge power outage - power has been restored to the area,2019-01-29 14:07:58+00:00,,
448,january-end,before,2019-01-30,power outage,1090249683010809856,NathanJStone,"It’s true. And, there’s no guarantee there won’t be outages or damage to the lines. Which is why power companies don’t do it. Not to mention that cost gets passed on to customers.",2019-01-29 14:05:54+00:00,,
449,january-end,before,2019-01-30,power outage,1090249385559183361,nicleroux,Read my Jan 29 Newsletter featuring “City Power to address Hursthill power outage” ,2019-01-29 14:04:44+00:00,,
450,january-end,before,2019-01-30,power outage,1090249112145063936,OCC4Consumers,"When the power goes out, do you have a backup plan? Learn how to #preparenow in case of a power outage. http://www.occ.ohio.gov/publications/electric/Power_Outages_Safety_Tips_and_Rights.pdf",2019-01-29 14:03:38+00:00,#preparenow,
451,january-end,before,2019-01-30,power outage,1090249082172555264,PateMcCuien18,"City of Columbia is currently working on a power outage just off of South Providence Road. According to the City, 211 people and traffic on Montclair Lane and E Green Meadows Road could be affected. Stay tuned for more. @CoMissourian",2019-01-29 14:03:31+00:00,,
452,january-end,before,2019-01-30,power outage,1090248992053755904,KUAdirect,"Our crews are currently troubleshooting a power outage in west Kissimmee, affecting 1,763 customers.",2019-01-29 14:03:10+00:00,,
453,january-end,before,2019-01-30,power outage,1090248563811143681,NevadaInsuranc1,Power outages can be a major inconvenience. Here are 10 reasons to consider buying a home generator of your own. http://tkpl.us/bszu0,2019-01-29 14:01:28+00:00,,
454,january-end,before,2019-01-30,power outage,1090248496807010304,winning12,"Don’t worry when bad weather strikes. With special insurance to cover food spoilage due to off-premises power outages, you can feel confident during the worst weather. #smallbusinessinsurance #restaurantinsurance",2019-01-29 14:01:12+00:00,#smallbusinessinsurance #restaurantinsurance,
455,january-end,before,2019-01-30,power outage,1090248466125737984,RHobbsInsurance,"Be prepared for power outages with these basic safety tips on what to do before, during and after a power outage: https://goo.gl/p4nFzJ",2019-01-29 14:01:04+00:00,,
456,january-end,before,2019-01-30,power outage,1090248277897998337,iGEN_Tech,"Challenge: design better power grids to connect Canada and the UK to clean, user friendly grids and prevent outages. Reward: Up to $3 million to build your pilot project. Who: All SMEs in Canada and UK are invited to apply! https://buff.ly/2CfBdB4 @NRCan @impact_innovEN",2019-01-29 14:00:19+00:00,,
457,january-end,before,2019-01-30,power outage,1090248074931458048,AveryHallIns,"Be prepared for power outages with these basic safety tips on what to do before, during and after a power outage: http://qoo.ly/v3ftg",2019-01-29 13:59:31+00:00,,
458,january-end,before,2019-01-30,power outage,1090247772777771008,IncidentAlert02,"Power Outage: 00:46: (151 premises) - Carpenter Street, Quarry Hill - Restoration: 04:30 30-01-2019 Cause: Under investigation See https://www.powercor.com.au/power-outages #vicPower",2019-01-29 13:58:19+00:00,#vicPower,
459,january-end,before,2019-01-30,power outage,1090247756386627585,PUCOhio,"Extreme cold temperatures are beginning to set in across Ohio - if a power outage occurs, it's crucial to be prepared. Get tips on how to prepare for and report outages here: https://www.puco.ohio.gov/be-informed/consumer-topics/electric-power-outages-a-puco-guide-to-being-prepared/",2019-01-29 13:58:15+00:00,,
460,january-end,before,2019-01-30,power outage,1090247034467221504,MsMcC308,Power outage @circuit box.,2019-01-29 13:55:23+00:00,,
461,january-end,before,2019-01-30,power outage,1090246052626817024,SJENERGY,Power should be restored to all customers affected by this morning's outage. Thank you,2019-01-29 13:51:29+00:00,,
462,january-end,before,2019-01-30,power outage,1090246016778076161,BlakeAll_In,@Entergy and @EntergyTX need to get their customer service in check. Called @12:30 am for outage - called back @4:30 - update est will be back on @7 - call @7 - est will be back on @9 due to Transformer fuse. If they had checked that @12:30 we would all have power.,2019-01-29 13:51:20+00:00,,
463,january-end,before,2019-01-30,power outage,1090245881662709760,BRCCVirginia,BRCC has a power outage. Classes and meetings on the main campus are cancelled until 12:30 today (1/29). More updates will follow,2019-01-29 13:50:48+00:00,,
464,january-end,before,2019-01-30,power outage,1090245116835622920,KUAdirect,"Our crews are currently troubleshooting a power outage in west #Kissimmee, affecting 1,763 customers.",2019-01-29 13:47:46+00:00,#Kissimmee,
465,january-end,before,2019-01-30,power outage,1090245081825722368,AndiMcGaw,"Better than ever? Before joining the EU, the UK was the poor man of Europe, we suffered from regular strikes, 3 day working week, smog, power outages every week, abject racism, rubbish piling up all over the streets and no-one could travel. That’s what you want, to be poor again?",2019-01-29 13:47:37+00:00,,
466,january-end,before,2019-01-30,power outage,1090242229715812352,whysosarreal,@KElectricPk power outage at Nazimabad No. 1,2019-01-29 13:36:17+00:00,,
467,january-end,before,2019-01-30,power outage,1090241923695235072,CityOfDubuque,"When power outages occur or temperatures drop to dangerous levels during winter storms, the use of alternative sources of fuel or electricity for heating can cause carbon monoxide to build up in a home or garage and poison the people. More info: http://www.idph.iowa.gov/Portals/1/Files/WinterWeather/carbonmonoxide.pdf",2019-01-29 13:35:04+00:00,,
468,january-end,before,2019-01-30,power outage,1090241682946359296,Imranabbasi5,@KElectricPk Power outage since 1828 hrs. Pls assist in getting it restored at the earliest and issuance of Complaint no. Account no 0400000128177,2019-01-29 13:34:07+00:00,,
469,january-end,before,2019-01-30,power outage,1090241528805486592,SoxyGamer,"Thanks for watching the @badass_brigade That was fun, nice cool breeze on the bald head hahaha - Had a Power Outage here up and running now ready for more on my channel - Be Sure to Go Follow https://www.twitch.tv/officialbadassbrigade Only 10 Followers away from 100 - LET'S GET THE TEAM THERE!",2019-01-29 13:33:30+00:00,,
470,january-end,before,2019-01-30,power outage,1090241465228427265,WhitmanFire,This morning a power outage which affected the West end of Town was investigated and found to be an issue on the Alger Street power lines in Brockton. National Grid responded appropriately and quickly and power was... https://www.facebook.com/WhitmanFire/posts/2116858438429203,2019-01-29 13:33:15+00:00,,
471,january-end,before,2019-01-30,power outage,1090241157228048384,charlesminshew,"At least it’s only the second-worst day to have a power outage in Missouri. This morning it’s 13, tomorrow -5. But I have hot water (for now)!",2019-01-29 13:32:02+00:00,,
472,january-end,before,2019-01-30,power outage,1090240939367501831,WAWIRAPAM,@kenyapower_care power outage at Ruaka Joyland since morning.A/c no. 54400610629.,2019-01-29 13:31:10+00:00,,
473,january-end,before,2019-01-30,power outage,1090240886221520897,Siglent_Tech,Configure your SIGLENT SDS1004X-E Series scope so that it powers back on automatically if there is a power outage: ,2019-01-29 13:30:57+00:00,,
474,january-end,before,2019-01-30,power outage,1090240831188025344,mirzashayan2,We are observing power outage in malir korangi landhi shahfaisal cattle colony korangi residential area nazimabad etc. I bolong to a telecom operator and facing power outage in all the mentioned area due to which our 137 cell sites are effected.,2019-01-29 13:30:44+00:00,,
475,january-end,before,2019-01-30,power outage,1090240676216877057,poweralertsbot,"Power outage reported at Athi River, Kenya.(athi river)",2019-01-29 13:30:07+00:00,,
476,january-end,before,2019-01-30,power outage,1090240508654481408,Seadrag79454119,@CityPowerJhb please may we have an update to power outage in Bramley,2019-01-29 13:29:27+00:00,,
477,january-end,before,2019-01-30,power outage,1090239601917083648,molkenthine,Make sure you know what steps to take to stay safe in the event of a winter power outage. ,2019-01-29 13:25:51+00:00,,
478,january-end,before,2019-01-30,power outage,1090239592584880129,ChaoticHellcat,all hell nah brother. driving in a area with no lights bc of power outage is scary asf,2019-01-29 13:25:49+00:00,,
479,january-end,before,2019-01-30,power outage,1090239312078225408,iqbalxaidi,"@KElectricPk Power outage in whole Gulishan, Clifton &amp; Defence &amp; don’t know where else too? Is HT cable tripped again or what? Pl elaborate as why such huge area has plunged into darkness? ",2019-01-29 13:24:42+00:00,,
480,january-end,before,2019-01-30,power outage,1090238300462428160,NevKabueh,@KenyaPower_Care we are experiencing a power outage in Kenol town Muranga acc no.14234509108. Kindly assist.,2019-01-29 13:20:41+00:00,,
481,january-end,before,2019-01-30,power outage,1090237822202793987,Ozone_com_ng,https://www.ozone.com.ng/product/3kw-must-power-inverter-charger/ We deliver and install for you. Excellent service guaranteed! New arrival. Have a Christmas without power outage.… https://www.instagram.com/p/BZxSluTFYMx/?utm_source=ig_twitter_share&amp;igshid=1l0qttgjhv2w,2019-01-29 13:18:47+00:00,,
482,january-end,before,2019-01-30,power outage,1090236531330170880,CynthiaKagezi,"In najeera it has become the norm never to have power during the day...even yesterday we had no power during the day,so every other day there’s a different reason as to why there is an outage....ani atuloga ",2019-01-29 13:13:39+00:00,,
483,january-end,before,2019-01-30,power outage,1090236420826947584,IncidentAlert22,Power Outage: 12:10AM: (58 premises) - Violet Town (58) Restoration: 06:00AM 30/01 See https://www.outagetracker.com.au #vicPower,2019-01-29 13:13:12+00:00,#vicPower,
484,january-end,before,2019-01-30,power outage,1090236290828779522,KenyaPower_Care,"If you are experiencing a power outage,please provide your a/c number for assistance.^BT",2019-01-29 13:12:42+00:00,,
485,january-end,before,2019-01-30,power outage,1090236053083119616,Ccc_jdvvnl,mam due to 11 kv off power outage in ur area our team is working to fix it asap...,2019-01-29 13:11:45+00:00,,
486,january-end,before,2019-01-30,power outage,1090234788202627072,daron_moondog,There's a power outage in Cambridge right now so the websites are down.,2019-01-29 13:06:43+00:00,,
487,january-end,before,2019-01-30,power outage,1090234619700658177,RevolutionsCen,#empowerment #poweroutage #BREAKING Encyclopedia with a difference site:DoU know women will rule the world in future http://bit.ly/Ra4gc7,2019-01-29 13:06:03+00:00,#empowerment #poweroutage #BREAKING,
488,january-end,before,2019-01-30,power outage,1090234475815075842,LakeZurichFD,The Ela Community Center can be used as a warming center Tuesday - Thursday this week. The hours of operation will be from 8:30 am to 7:30 pm and can be extended if needed. We will be monitoring power outages but please be sure to notify ComEd... http://elatownship.org/seniors,2019-01-29 13:05:29+00:00,,
489,january-end,before,2019-01-30,power outage,1090233799668105216,RueInsurance,"Be prepared for power outages with these basic safety tips on what to do before, during and after a power outage https://hubs.ly/H0ghM1Q0 https://hubs.ly/H0ghM1R0 by @readygov",2019-01-29 13:02:48+00:00,,
490,january-end,before,2019-01-30,power outage,1090233664192106497,town_bfalls,"Newfoundland Power is planning a power outage for tomorrow, January 30, 2019, from 6:00 am - 7:00 am. Residents living on Newtown Road, Turners Road, Junction Road, and Hampton's Hill may experience low pressure and/or water discolouration for a short period thereafter.",2019-01-29 13:02:15+00:00,,
491,january-end,before,2019-01-30,power outage,1090233147072090114,nordusk_led,"Featured with a rechargeable battery and an automatic emergency lighting switch, #Nordusk #LightBank offers illumination for 4 to 5 hours during power outages. #SwitchtoLED #BestLED #EmergencyLighting",2019-01-29 13:00:12+00:00,#Nordusk #LightBank #SwitchtoLED #BestLED #EmergencyLighting,
492,january-end,before,2019-01-30,power outage,1090232950690643970,PeterRMare,"The extreme cold temperatures experienced by a large part of the United States this month have highlighted the vulnerability of power systems equipment in such extreme weather. This week’s snowstorm led to power outages in the Northeast, ",2019-01-29 12:59:25+00:00,,
493,january-end,before,2019-01-30,power outage,1090232824312012800,danielbastos,Adventures In Power Outage Hacking https://news.google.com/./articles/CBMiQ2h0dHBzOi8vaGFja2FkYXkuY29tLzIwMTkvMDEvMjkvYWR2ZW50dXJlcy1pbi1wb3dlci1vdXRhZ2UtaGFja2luZy_SAQA?hl=en-US&amp;gl=US&amp;ceid=US%3Aen #CyberSecurity #dataprivacy #RansomwareProtection #Hacker #Ransomware #Malware #phishing #tech,2019-01-29 12:58:55+00:00,#CyberSecurity #dataprivacy #RansomwareProtection #Hacker #Ransomware #Malware #phishing #tech,
494,january-end,before,2019-01-30,power outage,1090232500490772480,Kyyhky7,Power outage at work 8| Yay summer,2019-01-29 12:57:38+00:00,,
495,january-end,before,2019-01-30,power outage,1090231727027556354,DavidWard126,#Randparkridge power outage - reports that some areas are back on,2019-01-29 12:54:33+00:00,,
496,january-end,before,2019-01-30,power outage,1090230853182074880,GenpowerSA,Shopping for a generator to use at home? Takea detailed list of appliances that you want to run on generator-power in the event of a power outage. #tiptuesday,2019-01-29 12:51:05+00:00,#tiptuesday,
497,january-end,before,2019-01-30,power outage,1090230529494999040,Nat_Davey,All Darlngunaya & Bungardi Community in the dark tonight. But horizon power checking it out So Fingers crossed for a quick and easy fix or will need a generator for essentials. @HorizonPower_WA #poweroutage #nowater,2019-01-29 12:49:48+00:00,#poweroutage #nowater,
498,january-end,before,2019-01-30,power outage,1090230223428349952,journalist_kb,PTV Fun Fact of the Day: 10-20% of US power outages are caused by squirrels.,2019-01-29 12:48:35+00:00,,
499,january-end,before,2019-01-30,power outage,1090229933538979840,Barron_Nel,#Adventures In #Power #Outage #Hacking https://goo.gl/fb/TDPK7a #security,2019-01-29 12:47:26+00:00,#Adventures #Power #Outage #Hacking #security,
500,january-end,before,2019-01-30,power outage,1090229900630544385,OBXHospital,"Due to a power outage, Outer Banks Ear, Nose &amp; Throat and The Outer Banks Hospital Urgent Care Center in Kitty Hawk will have a delayed opening. Once power is restored, we will let you know. We apologize for any inconvenience. Our Urgent Care in Nags Head will be open as normal.",2019-01-29 12:47:18+00:00,,
501,january-end,before,2019-01-30,power outage,1090227480680632320,PeterRMare,power grid will be at all time draw for home heating. This is an indicator of the Grand Solar Minimum intensifying. Good Luck and make preparations for power outages in this historic cold. https://www.youtube.com/watch?v=4qjsuuhvhI8&amp;feature=em-uploademail,2019-01-29 12:37:41+00:00,,
502,january-end,before,2019-01-30,power outage,1090227471973314560,vargas_7,Can we get an update from #CityofBrockton on this power outage?,2019-01-29 12:37:39+00:00,#CityofBrockton,
503,january-end,before,2019-01-30,power outage,1090226808908406784,Brockton_EMA,"This is information with respect to a Power outage Company: National Grid Town: BROCKTON Streets**: CRESCENT ST, QUINCY ST, PORTLAND ST, HALL ST, ROCKWELL AVE, HOPE ST, LOOKOFF ST, QUINCY AVE, LIBBY ST, CENTRE... https://www.facebook.com/247222682120443/posts/1133745796801456/",2019-01-29 12:35:01+00:00,,
504,january-end,before,2019-01-30,power outage,1090226596584271873,Brockton_EMA,"This is information with respect to a Power outage Company: National Grid Town: BROCKTON Streets**: CENTRE ST, EDWARD ST, BATES RD, LEWISTON ST, ALGER ST, GUILD RD, GALEN ST, AMES RD, HOWLAND ST, CRESTFIELD DR... https://www.facebook.com/247222682120443/posts/1133745323468170/",2019-01-29 12:34:10+00:00,,
505,january-end,before,2019-01-30,power outage,1090226396675407872,Brockton_EMA,"This is information with respect to a Power outage Company: National Grid Town: BROCKTON Streets**: THATCHER ST, PINE ST, ADDISON AVE, GEORGE ST, NICKERSON ST, OAKLAND ST, SPRAGUE AVE, LAFOYE ST, KAME ST,... https://www.facebook.com/247222682120443/posts/1133744356801600/",2019-01-29 12:33:23+00:00,,
506,january-end,before,2019-01-30,power outage,1090225995355959296,WBFO,POWER OUTAGE: @nationalgridus reports 224 customers without power in Town of @TownofTonawanda in the Ensminger/Sawyer/Kenmore Ave area. Est. restoration time 9am.,2019-01-29 12:31:47+00:00,,
507,january-end,before,2019-01-30,power outage,1090225559710384128,HidaysKinderFun,Please be safe driving families! My husband called and there’s a power outage due to someone sliding off road and hitting utility pole by corner depot.,2019-01-29 12:30:03+00:00,,
508,january-end,before,2019-01-30,power outage,1090223882592796672,Brockton_Fire,Power Outages being reported on the East side of the city. Surges throughout the city. BFD answering multiple calls at this time. @MayorBillCarp @Brockton_EMA @BrocktonHousing @BrocktonPolice,2019-01-29 12:23:23+00:00,,
509,january-end,before,2019-01-30,power outage,1090222574573940737,Qalvins,"@KenyaPower @KenyaPower_Care kindly solve the power outage in kisii town, Gekomu church area. It is 24hrs now without power. We are losing business at a high rate.",2019-01-29 12:18:11+00:00,,
510,january-end,before,2019-01-30,power outage,1090221932463693824,TK_Ukunda,@KenyaPower_Care power outage since 9 o’clock in morning #Ukunda along Ramisi Road and NO published information #kenyapower ????????????,2019-01-29 12:15:38+00:00,#Ukunda #kenyapower,
511,january-end,before,2019-01-30,power outage,1090221677617782784,pennino_joseph, Up for an early workout only to have the power go out halfway through #poweroutage #generator #orangetheory – at Orangetheory Fitness,2019-01-29 12:14:37+00:00,#poweroutage #generator #orangetheory,
512,january-end,before,2019-01-30,power outage,1090221282463870976,joandjames,"There will soon be no need for ""baseload"" at all. Look at the recent power station outages in Aus, you'll see that the smaller units and batteries covered them.",2019-01-29 12:13:03+00:00,,
513,january-end,before,2019-01-30,power outage,1090221169041702913,Qalvins,"@KenyaPower_Care kindly solve the power outage in kisii town, Gekomu church area. It is 24hrs now without power. We are losing business at a high rate.",2019-01-29 12:12:36+00:00,,
514,january-end,before,2019-01-30,power outage,1090221031585918976,rstroess,Craig Kelly slams Victorian govt for power outages | Sky News Australia ,2019-01-29 12:12:03+00:00,,
