,Id,Username,Text,Date,Hashtags,Location
3882,1184849271159513089,cjcmichel,"‘When Rudy Giuliani logs into Twitter, he’s presented with a world where the recent California power outages were staged by military operatives rooting out cannibal-pedophiles deep in their underground bunkers.’ ",2019-10-17 15:10:54+00:00,,
3883,1184849165416882176,illuminatingco, Be prepared for power outages before they happen! Stock an emergency kit with these supplies. #BeReady ,2019-10-17 15:10:29+00:00,#BeReady,
3884,1184849165295206401,toledoedison, Be prepared for power outages before they happen! Stock an emergency kit with these supplies. #BeReady ,2019-10-17 15:10:29+00:00,#BeReady,
3885,1184849112954310658,UnholiestJedi,Power outage has mag locked a number of doors in our building and no one is able to enter/exit. Hope no one has to pee.,2019-10-17 15:10:16+00:00,,
3886,1184849078716379137,ItsAMeInvasion,"So one of my classes got canceled due to power outage... I wake up from my nap to get ready for my next class... then that one gets canceled Today is a blessed day, yes it is ",2019-10-17 15:10:08+00:00,,
3887,1184849048181919745,ohioedison, Be prepared for power outages before they happen! Stock an emergency kit with these supplies. #BeReady ,2019-10-17 15:10:01+00:00,#BeReady,
3888,1184849019975225350,ThornRoseWitch,"Creepy story: power outage, been up since 6am, decided to take a candlelit shower come out go to my room to get my Halloween Oracle and find this on my shelf I don't buy this crap! The container's old +dirty FREAKY AF! ",2019-10-17 15:09:54+00:00,,
3889,1184849000501055488,NEFireChiefs,"Power outages statewide at 11 AM are ~218,000 Outage tracking map: http://mema.mapsonline.net/public.html Power outage safety tips: http://bit.ly/2j5qs8X",2019-10-17 15:09:49+00:00,,
3890,1184848998785601541,NEFireChiefs,Power Outage Safety: Avoid downed power lines &amp; assume they are live. Call 9-1-1 to report downed lines. Call your utility company to report power outages. Do not call 9-1-1 to report an outage or to ask about power restoration. … ,2019-10-17 15:09:49+00:00,,
3891,1184848976404717568,maich_dantez,@KenyaPower_Care what is the progress in umoja phase 2 power outage situation?we haven't had lights since 9am,2019-10-17 15:09:44+00:00,,
3892,1184848916497473536,MassEMA,"Power outages statewide at 11 AM are ~218,000 Outage tracking map: http://mema.mapsonline.net/public.html Power outage safety tips: http://bit.ly/2j5qs8X",2019-10-17 15:09:29+00:00,,
3893,1184848774033760257,DanBour34,That may explain the power outage,2019-10-17 15:08:55+00:00,,
3894,1184848752525369351,LittleRedBHVR,Power outage at work; ironically we don't seem to have generators at the offices that bring you #DeadbyDaylight,2019-10-17 15:08:50+00:00,#DeadbyDaylight,
3895,1184848747739697157,BusinessDeer,Help going out to avoid the power outage was a mistake there's a bunch of horny old seniors sharing pics of celebrities in bikinis in the McDonald's,2019-10-17 15:08:49+00:00,,
3896,1184848679099928578,bernielord101,"@VerizonSupport Power outage near Boston, was restored this morning. Since then, OTN Fail light turns red on reboot, then turns green. Tried power cycling, plugging device directly into ont etc.. No love. Site/app says no outage. Any suggestions? Or maybe line work?",2019-10-17 15:08:33+00:00,,
3897,1184848570006028289,southshorehosp,"UPDATE: We are still dealing with our power outage in Norwell and Kingston, and at Health Express in Pembroke. Stay tuned for updates!",2019-10-17 15:08:07+00:00,,
3898,1184848410244988928,MaishaSalma,Power outage at SMU. All classes cancelled till 5PM! #Halifax #poweroutage,2019-10-17 15:07:29+00:00,#Halifax #poweroutage,
3899,1184848272793526272,repmcentee33,Narragansett and South Kingstown- REPORT Power Outages to @nationalgridus at the following number. 1-800-465-1212,2019-10-17 15:06:56+00:00,,
3900,1184848223095136257,BBRegister,Power outages continue to plague Maine https://buff.ly/31pN9uy @cmpco #Boothbay #BBH #BoothbayHarbor #Edgecomb #Maine #poweroutage ,2019-10-17 15:06:44+00:00,#Boothbay #BBH #BoothbayHarbor #Edgecomb #Maine #poweroutage,
3901,1184848121278414855,MariaBonanno9,Follow live outage tracker: Thousands without power as storm lashes N.J. ,2019-10-17 15:06:20+00:00,,
3902,1184848076529393664,senjaiRW,I think this marks the 6th or so power outage this year in this part of Montreal. At some point you figure they might want to upgrade the infrastructure no?,2019-10-17 15:06:09+00:00,,
3903,1184848008208420864,Sutekh94,"...at a decent price (~$250). Tracking shows it'll be at my house tomorrow, but I'm not holding my breath. Also no joke, a 5 hour + long (planned) power outage from a couple weeks ago prompted me to buy that... after spending too much time deciding what I wanted, of course.",2019-10-17 15:05:53+00:00,,
3904,1184848005935095809,Sutekh94,"I'm suddenly feeling simultaneously really good about buying this and really bad that it isn't in my hands yet. =P (eBay seller's photo, not mine) Thanks, random power outage from earlier! ",2019-10-17 15:05:52+00:00,,
3905,1184847879120146432,MassEMA,Power Outage Safety: Avoid downed power lines &amp; assume they are live. Call 9-1-1 to report downed lines. Call your utility company to report power outages. Do not call 9-1-1 to report an outage or to ask about power restoration. http://bit.ly/2j5qs8X,2019-10-17 15:05:22+00:00,,
3906,1184847598194216961,jcwash_,woke up early ta do my homework n its a power outage in our area till around 12...HOW CONVENIENT,2019-10-17 15:04:15+00:00,,
3907,1184847552258215936,republic,Heavy rains and winds cause power outages in the Northeast ,2019-10-17 15:04:04+00:00,,
3908,1184847500395601920,IpswichAleBrew,"Well, this is a bummer: Gloucester lost power! Our pumpkin tapping &amp; tap takeover at Lobsta Land tonight is cancelled until further notice. #poweroutage #NorthShoreMA",2019-10-17 15:03:52+00:00,#poweroutage #NorthShoreMA,
3909,1184847488563458048,SMUDiningHFX," STORM CLOSURES: Student Centre Food Court, Atrium Cafe, Sandwich Shack and Tim Hortons are closed due to power outages. Join us for Hali Night tonight at Dockside... we have power! ",2019-10-17 15:03:49+00:00,,
3910,1184847482104221697,SamRazTrades,Bloom Energy is the answer to these power outages @Bloom_Energy @weatherchannel,2019-10-17 15:03:47+00:00,,
3911,1184847389636648961,BBBConnection,"Last night's #nor'easter smashed through #NewEngland with winds up to 90-miles-per-hour in some areas. Over 200,000 people so far have lost power and more #power #outages are expected as strong winds remain throughout the day. Read more here: ",2019-10-17 15:03:25+00:00,#nor #NewEngland #power #outages,
3912,1184847345474777093,MichaelHenrich,"Live updates: Over 200K power outages, toppled trees impacting rail service ⁦@boston25⁩",2019-10-17 15:03:15+00:00,,
3913,1184847310166974465,garyburdett3,I look at the pictures on profiles of these weak people bashing our president and I think if we had another civil war or a month long power outage the would be gone in a week .It amazes me they talk so tough. The men look like women and the women look like men,2019-10-17 15:03:06+00:00,,
3914,1184847290743382023,ydnkm,Productive day today... 7th short power outage so far. Enough to reboot the computers.,2019-10-17 15:03:02+00:00,,
3915,1184847217070399490,ErinMilMil,"On Monday, am presenting in a webinar that has almost 50 people signed up. Should I be concerned that in the last hour, my internet went out for 10 minutes, followed soon after by a 15 min power outage? #workfromhomeproblems",2019-10-17 15:02:44+00:00,#workfromhomeproblems,
3916,1184847155544166400,gaudet_neil,It’s embarrassing . l little wind and power goes out every time. N.S. power should start working for a change. Every little bit of wind now creates outages. Never had this years ago.,2019-10-17 15:02:29+00:00,,
3917,1184846992779821056,AgNetWest,Prior Catastrophes Helped Prepare Napa #Wineries for Power Outage @NapaVintners,2019-10-17 15:01:51+00:00,#Wineries,
3918,1184846980113154049,NewBritHerald,"Storm causes scattered power outages in Berlin, New Britain ",2019-10-17 15:01:48+00:00,,
3919,1184846871140847616,RDKMann,"MB is my 2nd home. I know how crazy snow can be out there. Restoring power for so many, specifically in the north, is daunting but Manitobans have the resolve &amp; the community-mindedness to weather this storm! #EMLife #MBStorm #poweroutage #Winter",2019-10-17 15:01:22+00:00,#EMLife #MBStorm #poweroutage #Winter,
3920,1184846779839320065,SFBusinessTimes,How PG&E’s power outage is juicing companies' sales and surprises ,2019-10-17 15:01:00+00:00,,
3921,1184846720989093888,DavidWard126,"As received from City Power "" Maitenance Suspended due to loadshedding"" We urge customers who were already notified of planned outages to ignore these notices We will re-issue the notices for maintenance when electricity supply is back to normal.",2019-10-17 15:00:46+00:00,,
3922,1184846712873070593,Kallxo,Told my director it’d be great if there was a power outage and then he said “I better not find you unplugging things” ,2019-10-17 15:00:44+00:00,,
3923,1184846655440470016,ACPA_CCSEP,Latest PG&E power outages not expected to impact Cal Poly ,2019-10-17 15:00:30+00:00,,
3924,1184846630299848705,ASTComm,"Due to a power outage, the AST campus will be closed at 1:30 p.m today, October 17.",2019-10-17 15:00:24+00:00,,
3925,1184846491409682432,Feeds24,"Safe Driving during Power Outages and Load Shedding,#http://24hournews.co.za/safe-driving-during-power-outages-and-load-shedding-2/,#",2019-10-17 14:59:51+00:00,,
3926,1184846468240334850,theDamorela,Buy solar powered device from @afripodsolar and say no more to power outage .... Or call: 08132242418 Or mail: solarico@yahoo.com ,2019-10-17 14:59:46+00:00,,
3927,1184846454550159361,reicnational,"We are experiencing intermittent power outages at our office, we apologize for any difficulties in trying to reach us! ",2019-10-17 14:59:42+00:00,,
3928,1184846369611227139,PlantLifeHewo,"""Heavy Rains and Winds Cause Power Outages in the Northeast"" by The Associated Press via NYT https://ift.tt/2IYs83U",2019-10-17 14:59:22+00:00,,
3929,1184846277294600192,ROCCC911,With several power and phone outages in the area remember we are always available at these numbers. ,2019-10-17 14:59:00+00:00,,
3930,1184846173452079105,LilSandraD,We had a storm overnight that caused a power outage. Some areas are still without power.,2019-10-17 14:58:35+00:00,,
3931,1184846120473772033,redcrosscanada,"Using a generator in a #poweroutage? Be cautious and always follow all #safety instructions provided by the manufacturer Carbon monoxide kills: Never use a generator, BBQ, propane inside an enclosed area Learn more: http://bit.ly/2kzHcfo #mbstorm #NSStorm",2019-10-17 14:58:23+00:00,#poweroutage #safety #mbstorm #NSStorm,
3932,1184845946418614273,JoinWCCUtoday,"Update: due to the power outage in westerly, our Dunn’s Corners and Granite offices are temporarily closed. Please visit our Richmond or Wakefield offices. Also, online and Mobil banking are available. We will keep you posted when our power is restored. #spreadtheword #staysafe",2019-10-17 14:57:41+00:00,#spreadtheword #staysafe,
3933,1184845859114102784,nenesjsj,@es_sycamore you guys loose power looks like it on ms power outage maps.,2019-10-17 14:57:20+00:00,,
3934,1184845816676130816,suebouchard313,I’m getting that wind too. No damage or power outage. Stay safe ,2019-10-17 14:57:10+00:00,,
3935,1184845810594439169,StormCenter7,Here is an updated look at power outages across the Miami Valley. More information: http://www.whio.com,2019-10-17 14:57:09+00:00,,
3936,1184845797986320384,ORUConnect,"Sign up to receive text alerts on outages that affect you. Log in to My Account, go to Notifications in the upper right-hand drop-down menu under your name. Under Power Outages, click on Sign up for Power Outage Updates and enter your information. http://www.oru.com/en/login",2019-10-17 14:57:06+00:00,,
3937,1184845517408342017,PureCountry995,Thousands of power outages as Maritimes rocked by strong fall storm. ,2019-10-17 14:55:59+00:00,,
3938,1184845490225143809,BigDogTruro,Thousands of power outages as Maritimes rocked by strong fall storm. https://www.iheartradio.ca/big-dog-100-9/news/thousands-of-power-outages-as-maritimes-rocked-by-strong-fall-storm-1.10095477,2019-10-17 14:55:52+00:00,,
3939,1184845485984616458,fivedollardare,fingers crossed that power outage map gets just a tiny bit bigger ,2019-10-17 14:55:51+00:00,,
3940,1184845478195879936,TallApproved,Thousands of power outages as Maritimes rocked by strong fall storm. https://www.iheartradio.ca/big-dog-100-9/news/thousands-of-power-outages-as-maritimes-rocked-by-strong-fall-storm-1.10095477,2019-10-17 14:55:50+00:00,,
3941,1184845464044294145,YachtsmenScores,First Team Boys and Girls Soccer Vs Kennebunk has been Cx today due to weather/power outages - Make up date TBD @Falmouth High School (Maine) https://www.instagram.com/p/B3uTMQzpKDV/?igshid=15hw41im0h3d4,2019-10-17 14:55:46+00:00,,
3942,1184845451675230209,MissCMiscAlana,My whole block has no power and NatGrid is saying we’re not a part of the outage ,2019-10-17 14:55:43+00:00,,
3943,1184845329532968960,DennyDennis3,Power outages always make me wish I had a gas stove....,2019-10-17 14:55:14+00:00,,
3944,1184845316681621506,CTVAnchor,"NS Power reporting 119 active outages, affecting more than 19,000 customers, as nor’easter bears down. @CTVAtlantic News.",2019-10-17 14:55:11+00:00,,
3945,1184845302618046465,MedinaECtalks,"To stay in the know, you can sign your account up to receive text or email notifications when Medina EC registers an outage at your meter and when power is restored. Signing up is easy! . ",2019-10-17 14:55:08+00:00,,
3946,1184845155104362496,jbaust,"You’ve updated your outage map, showing some areas have had power restored. But people I know reporting in from those areas say that power has not yet been restored. This is in the Scituate and Cohasset areas. Clapp road, for example.",2019-10-17 14:54:32+00:00,,
3947,1184845144492855297,NB_Power,Crews are working as quickly and safely as possible to restore customers affected by #NBstorm. Outages can be reported at https://www.nbpower.com/Open/Outages.aspx or by calling 1 800 663-6272. We thank you for your patience.,2019-10-17 14:54:30+00:00,#NBstorm,
3948,1184844868797042692,TownLunenburgNS,"1/2 ELECTRIC UTILITY NOTICE: Power Outage - Update 11:30 a.m. -- Power has been restored to the Silverpoint Road area. We are currently receiving reports of outages from Hirtle Road, Harbour View Drive, Green Street, Centennial Drive, and High Street.",2019-10-17 14:53:24+00:00,,
3949,1184844753168412673,JonWGME,Most power outages in Maine are caused when trees hit power lines. CMP wants to change the way trees are trimmed. We’re looking over the plan. ,2019-10-17 14:52:57+00:00,,
3950,1184844396107325442,MassRMV,"Due to a power outage, the #Haverhill Service Center is closed for the remainder of the day. RMV &amp; AAA location info: http://ow.ly/YAwl50wNI48",2019-10-17 14:51:32+00:00,#Haverhill,
3951,1184844383755128833,SenJackReed,"High winds took down a lot of lines. Downed power lines are dangerous. Steer clear. And if you see a downed line or are still experiencing a power outage, please report it. https://twitter.com/nationalgridus/status/1184841365143855104?s=20",2019-10-17 14:51:29+00:00,,
3952,1184844288548585472,tersiabassongm1,Power outage again in Wilgeheuwel area #power outage,2019-10-17 14:51:06+00:00,,
3953,1184844276544528386,ByMegMcIntyre,".@OBelangerKS has been following up this morning on the damage caused by last night's Nor'easter. The storm caused power outages and school closures for blocked roads, and the rain is still coming down. ",2019-10-17 14:51:03+00:00,,
3954,1184844276494192641,Shannon_Pasco,Just sitting in my car trying charge my phone. Can you tell I’m not good at this whole power outage thing?,2019-10-17 14:51:03+00:00,,
3955,1184844228486160385,PerisNdungu6,@KenyaPower_Care power outage for umoja 2 was scheduled to 5pm but it's almost six now....account number is 2898161,2019-10-17 14:50:52+00:00,,
3956,1184844227450155014,martiandeathray,Are you affected by the power outages in Cali?,2019-10-17 14:50:51+00:00,,
3957,1184844226707820544,310_SouthBay,"About 33,000 Southern California Edison customers are at risk of having their power shut off Thursday. The utility is considering the outages in an attempt to prevent wildfires. ",2019-10-17 14:50:51+00:00,,
3958,1184844174501253120,pranceTheDeer,That's good that you didn't freeze then. End of the year power outages are scary.,2019-10-17 14:50:39+00:00,,
3959,1184844170248278017,HJBCFRE,Power outage in Wiscon = everyone understands stoplights (out) become stop signs re: protocol. Power outage in Mass = everyone loses their minds and gets really angry.,2019-10-17 14:50:38+00:00,,
3960,1184844094335574016,DailyNassau,* Power Outages * Thousands of #LongIsland residents remained without power following the #Noreaster that rocked the region overnight. #DailyVoice.,2019-10-17 14:50:20+00:00,#LongIsland #Noreaster #DailyVoice,
3961,1184844093345673218,SuffolkDaily,* Power Outages * Thousands of #LongIsland residents remained without power following the #Noreaster that rocked the region overnight. #DailyVoice. https://dailyvoice.com/new-york/suffolk/news/heres-how-many-long-islanders-are-without-power/777670/#386,2019-10-17 14:50:19+00:00,#LongIsland #Noreaster #DailyVoice,
3962,1184843944754065411,loren_stanard,our store is closed because of the power outage but i'm still here ?? ,2019-10-17 14:49:44+00:00,,
3963,1184843874453413888,CTVNews,Thousands of power outages as Maritimes rocked by strong fall storm http://ctv.news/ixGdoxS,2019-10-17 14:49:27+00:00,,
3964,1184843726742589440,CTVAtlantic,Thousands of power outages as Maritimes rocked by strong fall storm ,2019-10-17 14:48:52+00:00,,
3965,1184843704860852224,JoshuaGib_son,"@_amasse, two questions about #paralives. 1), will there be natural disasters or stuff like power outages, and fires and things like that? 2), how will the stuff like the hanging ornaments and the house address placard I saw work? Good luck on the game! ",2019-10-17 14:48:47+00:00,#paralives,
3966,1184843666101297152,Thirinc,Please provide an update on the power outage in Randburg,2019-10-17 14:48:37+00:00,,
3967,1184843661776957445,djcp,This seven hour power outage really has me thinking about how fragile our infrastructure is.,2019-10-17 14:48:36+00:00,,
3968,1184843615044067328,davidcharns,"Good news! It looks like the number of @cmpco power outages is trending down from a height of about 179,000. We're at 176,000 right now.",2019-10-17 14:48:25+00:00,,
3969,1184843556697137152,RoboMattie,"All caught up to this power outage, but you should be.",2019-10-17 14:48:11+00:00,,
3970,1184843538472812547,seanrmz,"No trades this morning, power outage..",2019-10-17 14:48:07+00:00,,
3971,1184843511801307139,latimes,"PG&E, Newsom and lawmakers had months to plan for a power outage. They didn't plan enough, writes @LATimesSkelton.",2019-10-17 14:48:01+00:00,,
3972,1184843465064095750,IBJIYONGI,Not yet because power outage at my house,2019-10-17 14:47:50+00:00,,
3973,1184843404137639938,EversourceCT,"We have restored power to ~43,000 customers since the strong winds &amp; rain began bringing trees down onto our power lines. Hundreds of line &amp; tree crews will continue working until all are restored. Report outages at 800-286-2000, at http://Eversource.com, or our mobile app.",2019-10-17 14:47:35+00:00,,
3974,1184843278107205632,mcfrsPIO,Wind Advisory in effect for all of @MontgomeryCoMD TIL 6p MoCo Wind Advisory in effect w/ West Winds 20-25mph w/ gusts up to 40-50mph *IMPACTS...Gusty winds will blow around unsecured objects. Tree limbs could be blown down &amp; a few power outages may result ,2019-10-17 14:47:05+00:00,,
3975,1184843272436498432,Fabzgy,Ubuntu 19.10 up & running. After a power outage during the upgrade I had to fix some packages through the recovery mode but now its all sorted. Even @gnucash is able to get my transactions again from the banc again after #PSD2 changes ,2019-10-17 14:47:04+00:00,#PSD2,
3976,1184843104244776966,JudyMReyes1,"Failure of public policy. and outdated, inadequate infrastructure. Skelton: They had months to plan for a power outage. They didn’t plan enough https://www.latimes.com/california/story/2019-10-17/california-legislature-utilities-blackouts-pge",2019-10-17 14:46:24+00:00,,
3977,1184843085764804609,haitianfrekan,This power outage is annoying,2019-10-17 14:46:19+00:00,,
3978,1184843003107651584,CumberlandMaine,"With no estimated time of power restoration, the Town Hall is opening up the Council Chambers as a charging station for residents impacted by the power outage. ",2019-10-17 14:45:59+00:00,,
3979,1184842985026048003,sabsy,@HermanMashaba any plans to deal with the almost 2 days power outage in Randburg or is actually doing something for the ratepayers or less importantance to you?,2019-10-17 14:45:55+00:00,,
3980,1184842950506942464,merderlern,"Wow I feel ripped off, the outage map shows an outage over our area but we haven't actually lost power???",2019-10-17 14:45:47+00:00,,
3981,1184842942793617408,ashleyypapasso,"I emailed them yesterday and haven’t received an email back. I’m hoping it was a technical difficulty from the power outage, and that the deluxe will show up without getting a proper tracking number in my email ",2019-10-17 14:45:45+00:00,,
3982,1184842934514081792,Eskom_SA,Safe Driving during Power Outages and Load Shedding https://youtu.be/VGuq9u6Znzs by @_ArriveAlive @GovernmentZA @TrafficSA @i_trafficKZN @netstartraffic @EWNTraffic @KayaTraffic,2019-10-17 14:45:43+00:00,,
3983,1184842846861434880,sadeconstudent,Power outage across Quebec... Guess I'm starving ,2019-10-17 14:45:22+00:00,,
3984,1184842792067047426,WickedLocal,"High winds knock power out on Cape Cod; Provincetown with 1,749 outages ",2019-10-17 14:45:09+00:00,,
3985,1184842764892233728,WillowEsthetics,"Willow is OPEN today !! Don't let the rain bring you down, stop by our spa today If there is a power outage, we will let everyone know ASAP. For now, all appointments are ON for today! ",2019-10-17 14:45:03+00:00,,
3986,1184842715219009536,989XFM,"Due to a power outage, students at East Antigonish Education Centre/Academy will begin dismissing at 12:30 today.",2019-10-17 14:44:51+00:00,,
3987,1184842650215600131,machiavellian__,these power outages ain’t cool ,2019-10-17 14:44:35+00:00,,
3988,1184842583698223110,carolynraycbc,"We're up to 16,248 power outages now, largely scattered across mainland Nova Scotia. #NSStorm",2019-10-17 14:44:19+00:00,#NSStorm,
3989,1184842451707666433,HanoverFire,Update for Hanover on power outages: ,2019-10-17 14:43:48+00:00,,
3990,1184842411954135046,TownofMBTS,National Grid is telling Manchester residents to prepare for power outages lasting until tomorrow as they tend to emergency priorities throughout the area first. #TownofMBTS,2019-10-17 14:43:38+00:00,#TownofMBTS,
3991,1184842181661601795,KimiSaysWhat,We almost certainly won't get through the next few hours without a power outage. It flicked fully off and on once already. I just want it to wait till the dishwasher is done washing.,2019-10-17 14:42:44+00:00,,
3992,1184842081635917825,RhodyReady,"All day and evening classes on Kingston Campus today are canceled due to a campus-wide power outage. Dining Services, Memorial Union, and Health Services are open as usual. Online classes and classes on other campuses will be held as scheduled.",2019-10-17 14:42:20+00:00,,
3993,1184841903365410818,SRCE_NS,Oct. 17/19: There will be an early dismissal @EastAntECA today due to a power outage. Students will begin dismissing at 12:30 p.m.,2019-10-17 14:41:37+00:00,,
3994,1184841888450244608,FallRiverREC,"Fall River Electric crews will be taking a power outage in the Pinehaven area of Island Park on THURSDAY, October 17th starting at 9:30am. The purpose for the outage is to install new underground line in that area. Crews anticiapate to have power back on by Noon.",2019-10-17 14:41:34+00:00,,
3995,1184841849904582656,cmarinucci,"AHEAD OF THE CURVE? In the wake of last week's massive power outages, San Jose Mayor @sliccardo to hold 11:30 a.m. press conference today at City Hall to call for his city ""to explore public ownership of PG&amp;E power infrastructure.""",2019-10-17 14:41:24+00:00,,
3996,1184841804908244992,Vega_Illo,So... power outage short circuited my laptop... fuckin pray for me and all my files.,2019-10-17 14:41:14+00:00,,
3997,1184841750571048961,pauldavidmena,power outage: that camping trip I never took #haiku,2019-10-17 14:41:01+00:00,#haiku,
