,Event,Stage,Query Date,Query Term,Id,Username,Text,Date,Hashtags,Location
1488,july-mid,during,2019-06-20,power outage,1141029279003631617,RunnerPark,@NammaBESCOM power outage in 2nd Block HRBR Layout since 9.15PM. No rains. We even have rubberised power lines since this week. Full address &amp; contact info in SMS docket No. S000099993. Kindly restore power at the earliest. Thanks.,2019-06-18 17:05:54+00:00,,
1489,july-mid,during,2019-06-20,power outage,1141028758377369600,hotshotcreative,Hi @KenyaPower_Care what is really going on in South B? Transformer outage? 3 days without power? What do you want them to do? Jameni. @EPRA_Ke @ketercharles @PavelOimeke @EnergyMinK @JerotichSeii @WanjeriNderu @KingFredAsira @NziokaWaita @nixon_korir,2019-06-18 17:03:49+00:00,,
1490,july-mid,during,2019-06-20,power outage,1141028665083305984,Ccc_jdvvnl,sir due to 33 kv fault power outage in ur area our team is working to fix it asap...,2019-06-18 17:03:27+00:00,,
1491,july-mid,during,2019-06-20,power outage,1141028256767983617,joswalker,Durban power outage made for a spectacular moon rise on my way home. #silverlinings,2019-06-18 17:01:50+00:00,#silverlinings,
1492,july-mid,during,2019-06-20,power outage,1141027932556517376,METI_JPN,"According to Tohoku Electric Power Co., power outages in Sakata City, Yamagata Pref. have now been resolved. The remaining power outages are approx. 1,000 units (Tsuruoka City, Yamagata Pref.). #Niigata #Yamagata #earthquake",2019-06-18 17:00:33+00:00,#Niigata #Yamagata #earthquake,
1493,july-mid,during,2019-06-20,power outage,1141027858468544512,poweralertsbot,"Power outage reported at Kahawa Sukari, Kenya.(kahawa wendani)",2019-06-18 17:00:15+00:00,,
1494,july-mid,during,2019-06-20,power outage,1141027715778150400,eThekwiniM,Customers who are still off must please log the fault as normal power outage. http://www.durban.gov.za 080 311 1111 custocare@elec.durban.gov.za,2019-06-18 16:59:41+00:00,,
1495,july-mid,during,2019-06-20,power outage,1141027656940621825,jondknight,"Solar flare, aging infrastructure or Russia: Who gets blamed when the US has a massive power outage? — RT Op-ed ",2019-06-18 16:59:27+00:00,,
1496,july-mid,during,2019-06-20,power outage,1141027515600986112,genewehhew,Power outage time,2019-06-18 16:58:53+00:00,,
1497,july-mid,during,2019-06-20,power outage,1141027481060855808,MalebaneTshepok,"@mzwandileMasina @EMM_Call_Centre @City_Ekurhuleni every week, power failure. Can we at least get the load shedding schedule rather. Leondale is dark The City acknowledges your Electricity Outage - Resident complaint, Ref No: 3713722. Electrical Dept, 48 Hrs turnaround.",2019-06-18 16:58:45+00:00,,
1498,july-mid,during,2019-06-20,power outage,1141027466997313537,nnalulungi,"@UmemeLtd please put the power back on in Kiwatule!, we always have power outages ",2019-06-18 16:58:42+00:00,,
1499,july-mid,during,2019-06-20,power outage,1141027407010455552,StormCenter7,Here is an updated look at power outages across the Miami Valley. More information: http://www.whio.com,2019-06-18 16:58:27+00:00,,
1500,july-mid,during,2019-06-20,power outage,1141027342564954112,PeoriaHumaneSoc,"With all the disasters (flooding, tornados, power outages) it is important to have a disaster plan. Does your disaster plan include your pets? Here are some great tips from HSUS: ",2019-06-18 16:58:12+00:00,,
1501,july-mid,during,2019-06-20,power outage,1141026697803735040,METI_JPN,"According to Tohoku Electric Power Co., the power outages in Niigata Pref. have now been resolved. The remaining power outages are approx. 1,200 units (Yamagata Pref.). The power in Sakata City, Yamagata Pref. is expected to be restored at around 2:00 on June 19. ",2019-06-18 16:55:38+00:00,,
1502,july-mid,during,2019-06-20,power outage,1141026021594095616,Mayor_Flag,"@CityTshwane Savannah Country Estate power outage at 18:15, cause and etr?",2019-06-18 16:52:57+00:00,,
1503,july-mid,during,2019-06-20,power outage,1141026000026906624,niickashi,for the power outages or the red planet,2019-06-18 16:52:52+00:00,,
1504,july-mid,during,2019-06-20,power outage,1141025917076168706,alectranews,#Brampton Outage UPDATE. All power has now been restored in McLaughlin Rd S and Steeles Ave W area. If you are still without power please call 1-877-963-6900 ^pwrout ^pa,2019-06-18 16:52:32+00:00,#Brampton,
1505,july-mid,during,2019-06-20,power outage,1141025879948058629,TweetyThings1,#USA should take notice of the widespread #SouthAmerica power outage from this weekend #Infrastructure in the #USA is so old it is likely vulnerable to attacks And #Americans are extremely reliant on their power sources being reliable 100% of the time,2019-06-18 16:52:23+00:00,#USA #SouthAmerica #Infrastructure #USA #Americans,
1506,july-mid,during,2019-06-20,power outage,1141025690185293824,Ebiwali_,"He built public toilets, Donated 10 Nos of 500KVA Transformers to communities who have been suffering from Power outage for years, He brought smile to their faces, they are happy, They now experience constant power supply because of a Hard working Legislator. ",2019-06-18 16:51:38+00:00,,
1507,july-mid,during,2019-06-20,power outage,1141025408525230080,Form52,"I'm ""I remember calling the naval atomic clock to set the clocks in my house after power outages"" years old.",2019-06-18 16:50:31+00:00,,
1508,july-mid,during,2019-06-20,power outage,1141025178752827393,floridadon69,Fucking Studio cancel my session cause of power outage ....my response is yall shit must be cheap...refund my cash im taking my talents to Vinny DeLeon.,2019-06-18 16:49:36+00:00,,
1509,july-mid,during,2019-06-20,power outage,1141023964359208964,faketitojohnsON,squirrels cause more power outages than russia ,2019-06-18 16:44:46+00:00,,
1510,july-mid,during,2019-06-20,power outage,1141023957962940422,sahiboo1234,"https://www.tripleclicks.com/13052627/detail?item=567416 6 LED Solar Collapsible Camping LampPerfect for camping, outdoor trips, emergencies, power outages and more...this 6 LED Hand Lamp Collapsible Solar Camping Lamp won't let you down! Outfitted with 6 ultra bright LED lights, this ",2019-06-18 16:44:45+00:00,,
1511,july-mid,during,2019-06-20,power outage,1141023814647595008,JenL123456,"But really there's only so much food one can store. Some eat and replace as needed. I suggest learning how and what to grow in different circumstances. And other survival skills. Never hurts plus it's fun. And there's small things we should be prepared for like power outages, etc",2019-06-18 16:44:11+00:00,,
1512,july-mid,during,2019-06-20,power outage,1141023054316703744,LeviFlaman,"Hey @denisebatters, another power outage in #YQR today. This time in NW #Regina. Is this one @JustinTrudeau's fault too?",2019-06-18 16:41:09+00:00,#YQR #Regina,
1513,july-mid,during,2019-06-20,power outage,1141023004450795520,jimikoo_,there is power outage NO,2019-06-18 16:40:58+00:00,,
1514,july-mid,during,2019-06-20,power outage,1141022142508802049,JCharavda,@oncor we are having bad luck and keep loosing power after the bad weather. we had power outage for after 9th June for 45 hours and again 12 hours after 16th June. We have whole bunch for tree trimmers came by to cut off tree branches but they left my yard with tens of large..,2019-06-18 16:37:32+00:00,,
1515,july-mid,during,2019-06-20,power outage,1141021956768223232,thelivingmeh,1st: The Almost @TheStartingLine and @paramore Last: @facetofacemusic and @riseagainst Seen the most: @paramore Favorite Live Show: @BaysideBand at the Cobra Lounge during a power outage ,2019-06-18 16:36:48+00:00,,
1516,july-mid,during,2019-06-20,power outage,1141021943795265536,tracymurph5,@GreenMtnPower power outage in Bratt!,2019-06-18 16:36:45+00:00,,
1517,july-mid,during,2019-06-20,power outage,1141020837073555456,CEDRdigital,"I always print & screencap my google calendar the night before in case of: server/power outage or I'm in a dead zone. Like when i go to the DC office, my guest desk is next to FBI building. They block wifi signals, which impacts my work, so this workaround helps me b productive.",2019-06-18 16:32:21+00:00,,
1518,july-mid,during,2019-06-20,power outage,1141020323271401474,wanderargentina,"""Argentina Isn’t Ruling Out a Cyberattack in Major Power Outage"" is what the title actually said. Seems likely!",2019-06-18 16:30:18+00:00,,
1519,july-mid,during,2019-06-20,power outage,1141020296339763200,poweralertsbot,"Power outage reported at Kisumu, Kenya.(kisumu)",2019-06-18 16:30:12+00:00,,
1520,july-mid,during,2019-06-20,power outage,1141020264685289474,poweralertsbot,"Power outage reported at Ruiru, Kenya.(ruiru)",2019-06-18 16:30:04+00:00,,
1521,july-mid,during,2019-06-20,power outage,1141020018764865537,UGI_Utilities,"UPDATE: All customers have been restored. If you lose power, call UGI at 800-276-2722 to report your outage. ",2019-06-18 16:29:06+00:00,,
1522,july-mid,during,2019-06-20,power outage,1141019867442765825,MStaes,They said 12 at first so hopefully! I wonder if it’s these rolling power outages like they did last year...,2019-06-18 16:28:30+00:00,,
1523,july-mid,during,2019-06-20,power outage,1141019567038189568,southpaw_law,"■Earthquake information■ Japan's Niigata, Yamagata Magnitude 6.7 ( Local time 10:22 June 18) Tsunami warning is over Some people are injured No information about the dead Power outage, water outage occurring Be careful of aftershocks",2019-06-18 16:27:18+00:00,,
1524,july-mid,during,2019-06-20,power outage,1141019553889173504,JonE_Hanson,"I’ve always thought that being in a hospital while the power was out would be kind of cool. My soaked shirt and worn-out legs can attest that being in a hospital during a power outage is not, indeed, cool.",2019-06-18 16:27:15+00:00,,
1525,july-mid,during,2019-06-20,power outage,1141019497354022912,nihonnick3,Alert has been lifted and only minor injuries and power outages reported.,2019-06-18 16:27:01+00:00,,
1526,july-mid,during,2019-06-20,power outage,1141019331205246980,Geofrey86894899,Savannah Country Estate ( Solomon Mahlangu and Old Bronkhorspruit road) Power Outage.18-06-2019 18h20. Please advise whats the cause and if its being attended to?,2019-06-18 16:26:22+00:00,,
1527,july-mid,during,2019-06-20,power outage,1141019260636020737,hedfatherof6,WORLDteen News Byte: Massive South America Power Outage: http://teen.wng.org/node/5394,2019-06-18 16:26:05+00:00,,
1528,july-mid,during,2019-06-20,power outage,1141019231917674496,thetrumpetblows,"Massive power outage in #Argentina &amp; #Uruguay affected millions of people. It's a reminder to all of us in Western civ. &amp; to our enemies that seek to destroy us, that if they can shut off our #electricity for a few months our lives would cease to exist. https://bit.ly/2XUsJsM",2019-06-18 16:25:58+00:00,#Argentina #Uruguay #electricity,
1529,july-mid,during,2019-06-20,power outage,1141019006221971456,FremontPatch,Volunteers Save Senior Center's Food During Power Outage http://dlvr.it/R6r44P,2019-06-18 16:25:04+00:00,,
1530,july-mid,during,2019-06-20,power outage,1141018945912070144,Westview_Al,"Generally the case. Was it Batter's who blame Trudeau for a power outage in Regina? I just got yelled at by an NDP election reformer b/s I'm a stooge for the two corporate parties and, and, and....",2019-06-18 16:24:50+00:00,,
1531,july-mid,during,2019-06-20,power outage,1141018497201451008,jill_3X,I could see this power outage already ,2019-06-18 16:23:03+00:00,,
1532,july-mid,during,2019-06-20,power outage,1141018454620868609,DragonBinch,Mass power outage. Lights in the pic are cars boats and planes And 1 guy who had a generator,2019-06-18 16:22:53+00:00,,
1533,july-mid,during,2019-06-20,power outage,1141018135111376897,TheWidowsKisses,"“Mon dieu..”, The underground doctor muttered softly as she looked around for her brother. “It’s just a power outage, Alright? You’re going to be just fine!”, She called out to reassure him as she kept looking. Damn this house for being so huge..",2019-06-18 16:21:37+00:00,,
1534,july-mid,during,2019-06-20,power outage,1141018097865887744,ECR_Newswatch,Major power outage in parts of #Durban. @eThekwiniM has made the following statement on its office Twitter page. @ecr9495,2019-06-18 16:21:28+00:00,#Durban,
1535,july-mid,during,2019-06-20,power outage,1141017790825893888,SafeDestinatio1,"Argentina Travel Advisory On June 18, 2019 - https://www.safedestinations.com/argentina-travel-advisory-on-june-18-2019/Latest update: Summary - removal of information about nationwide power outage",2019-06-18 16:20:15+00:00,,
1536,july-mid,during,2019-06-20,power outage,1141017729618591745,JCP_L,"Sorry for the delay! If you're still without power, please call 888-544-4877 to report your outage. You can also report online at http://www.firstenergycorp.com or by texting OUT to 544487. Thank you.",2019-06-18 16:20:00+00:00,,
1537,july-mid,during,2019-06-20,power outage,1141017717341937665,TDellerCBC,"Power out in south end of Regina now, in wake of 6.5 hour outage in the NW this morning. ",2019-06-18 16:19:57+00:00,,
1538,july-mid,during,2019-06-20,power outage,1141017677336649734,sthaxbuthez,i was really enjoying that power outage. ngake ngaphumula ukuthunywa.,2019-06-18 16:19:48+00:00,,
1539,july-mid,during,2019-06-20,power outage,1141017467948556288,mayor72719,Swepco is reporting a power outage affecting 52 customers and is aware and working to resolve the issue,2019-06-18 16:18:58+00:00,,
1540,july-mid,during,2019-06-20,power outage,1141017434075402245,Portia37437915,@CityPowerJhb power outage in outspan road south hills only few house affected please help,2019-06-18 16:18:50+00:00,,
1541,july-mid,during,2019-06-20,power outage,1141017268937211904,RepBrianHiggins,Our Buffalo office is experiencing intermittent power outages today impacting our phone system. We apologize for any dropped calls or problems connecting.,2019-06-18 16:18:10+00:00,,
1542,july-mid,during,2019-06-20,power outage,1141016993837068290,AbsolomSikhosa1,The city of Tshwane owes us an explanation of the power outage in Block T V and surroundings which is happening everyday without notice or update thereof ,2019-06-18 16:17:05+00:00,,
1543,july-mid,during,2019-06-20,power outage,1141016668174348288,JakeNonnemaker,I’m seriously considering a backup gas generator for my house to prep for a week or two of power outage. Just need to figure out how to interface it with the house and solar panel system.,2019-06-18 16:15:47+00:00,,
1544,july-mid,during,2019-06-20,power outage,1141016583432822790,Powerguard_,"Do you rely on mains #electricity? A power outage can have a detrimental effect on your business. So, how can you secure your business against fundamental damage? Find out: https://www.powerguard.co.uk/news/what-happens-when-disaster-strikes #renewableenergy #ukmfg #sustainable",2019-06-18 16:15:27+00:00,#electricity #renewableenergy #ukmfg #sustainable,
1545,july-mid,during,2019-06-20,power outage,1141016075808755713,vanoodle12,Major power outage. So far we can confirm Durban North La lucia Umhlanga Somerset Park Morningside Effingham Avoca Are all affected. #loadshedding,2019-06-18 16:13:26+00:00,#loadshedding,
1546,july-mid,during,2019-06-20,power outage,1141015772908654593,CAPTRick74,International (In) Security: Power Grid Edition - Argentina Isn’t Ruling Out a Cyberattack in Major Power Outage (Bloomberg) ,2019-06-18 16:12:13+00:00,,
1547,july-mid,during,2019-06-20,power outage,1141015178408071168,AhmadAQQureshi,Please share update on expected restoration- no power even after 1.5hrs+ outage,2019-06-18 16:09:52+00:00,,
1548,july-mid,during,2019-06-20,power outage,1141015056647241729,bchydro,That feeling when Google calendar is down. Maybe they’re experiencing a power outage? #GoogleCalendar #Google,2019-06-18 16:09:23+00:00,#GoogleCalendar #Google,
1549,july-mid,during,2019-06-20,power outage,1141015022832947200,garrettbrady4,OPPD power outage yet again thanks for ruining my spaghetti,2019-06-18 16:09:15+00:00,,
1550,july-mid,during,2019-06-20,power outage,1141014971263926273,Letumile_L,"@CityTshwane Ref 1096 of 6/18/2019 Power outage in Soshanguve Block F, again @EMokgalapa",2019-06-18 16:09:02+00:00,,
1551,july-mid,during,2019-06-20,power outage,1141014535001608192,grrrrreg,"Wait @PGE4Me is just getting started... (well not, actually) now the ETA is 2:30PM, that’s 13:30H without power. 41 households impacted if I trust their outage report. All of them loose the content of their fridge. mkay.",2019-06-18 16:07:18+00:00,,
1552,july-mid,during,2019-06-20,power outage,1141014527074590720,alwayzjas,Bro we fucked up and forgot to pay the power bill and woke up to no power. Thought it was an outage in the area cause the weather was bad. And nope. Just our stupidity at the worse possible moment ,2019-06-18 16:07:16+00:00,,
1553,july-mid,during,2019-06-20,power outage,1141014375790260227,vanoodle12,Major power outage. So far we can confirm Durban North La lucia Umhlanga Somerset Park Morningside Effingham Avoca Are all affected. *MARSHALL SECURITY*,2019-06-18 16:06:40+00:00,,
1554,july-mid,during,2019-06-20,power outage,1141014315824287747,chelanpud,"Power outage in the Entiat Valley from Crum Canyon up affecting 420 customers. Crew on the way. Se reporta una interrupción de servicio en el área de Entiat Valley, Crum Canyon que afecta a 420 clientes. Nuestro equipo de trabajo está en camino para evaluar la situación. #outage",2019-06-18 16:06:26+00:00,#outage,
1555,july-mid,during,2019-06-20,power outage,1141014248375685120,sphiwe_mdunge,"Huge power outage in suburbs North of Durban. So far report say, Durban North, Kwamashu, Inanda, Mzinyathi, Umhlanga are all in the Dark.",2019-06-18 16:06:10+00:00,,
1556,july-mid,during,2019-06-20,power outage,1141013792094134273,Megareen,Together with widespread #PowerOutage in #Durban? Sounds ominous.,2019-06-18 16:04:21+00:00,#PowerOutage #Durban,
1557,july-mid,during,2019-06-20,power outage,1141013627476107269,koobeshen,Another power outage. Another explosion at a substation. There are more explosions here than in a country at war!,2019-06-18 16:03:42+00:00,,
1558,july-mid,during,2019-06-20,power outage,1141012916814012417,NPUtilities,"Mylar balloons can cause power outages when they come in contact with electric wires. When using balloons at your outdoor celebration, please secure them from flying away.",2019-06-18 16:00:53+00:00,,
1559,july-mid,during,2019-06-20,power outage,1141012873151471616,lokolRegina,Power restored after outage in north Regina https://regina.lokol.me/s/power-restored-after-outage-in-north-regina-82018-2765477 #lokol.me,2019-06-18 16:00:42+00:00,#lokol,
1560,july-mid,during,2019-06-20,power outage,1141012503327064064,d_omosh,"@KenyaPower @KenyaPower_Care @KenyaPowerAlert Power outage Damco Apartments. Mtr 14107171978. Please assist. Regards, Dennis.",2019-06-18 15:59:14+00:00,,
1561,july-mid,during,2019-06-20,power outage,1141012494485512192,TrafficSA,Durban - #PowerOutage WIDESPREAD OUTAGE across the greater Durban area (Springfield Park / Pinetown / Durban North / Ottawa) - EXPECT DELAYS,2019-06-18 15:59:12+00:00,#PowerOutage,
1562,july-mid,during,2019-06-20,power outage,1141012351027691520,Scott58461224,@CityTshwane power outage again in Willow Park Manor.,2019-06-18 15:58:38+00:00,,
1563,july-mid,during,2019-06-20,power outage,1141012190855495680,JillRassPR,Power outage. Thank goodness for downloaded audiobooks #kingcountylibrary #audiobooks #library,2019-06-18 15:57:59+00:00,#kingcountylibrary #audiobooks #library,
1564,july-mid,during,2019-06-20,power outage,1141012158299459585,DebCote5,@chhowe Hi Chris! Deb@Ch5. Hope all is well! Trying to get some info on this roll over and power outage? police and fire wont talk to me- they are busy!~ Thanks for anything you might know. I called Bobs but no answer maybe no power?,2019-06-18 15:57:52+00:00,,
1565,july-mid,during,2019-06-20,power outage,1141011937339301894,vanoodle12,What about power outage right now?,2019-06-18 15:56:59+00:00,,
1566,july-mid,during,2019-06-20,power outage,1141011899397656576,BassNisteeone,"The recent power outage @LAX &amp; the shut down of two terminals. In light of the couple who died of a mysterious illness, has Me very concerned. Especially since they had a lay over there.",2019-06-18 15:56:50+00:00,,
1567,july-mid,during,2019-06-20,power outage,1141011895576489984,LifeCoachLiza,BREAKING: Argentina and Uruguay reel after massive power outage ,2019-06-18 15:56:49+00:00,,
1568,july-mid,during,2019-06-20,power outage,1141011736633511936,ChestnutPowell,A massive power outage like Argentina's could happen in the US – 4 essential reads http://theconversation.com/a-massive-power-outage-like-argentinas-could-happen-in-the-us-4-essential-reads-101481?utm_source=twitter&amp;utm_medium=twitterbutton via @ConversationUS,2019-06-18 15:56:11+00:00,,
1569,july-mid,during,2019-06-20,power outage,1141011451768954880,4danlopez,Kookaburra birds’ lovemaking on power line leads to massive outage ,2019-06-18 15:55:03+00:00,,
1570,july-mid,during,2019-06-20,power outage,1141011332696875009,AbsolomSikhosa1,"@CityTshwane can anyone please update us of the power outage that is affecting block -T, V and the surroundings that is happening everyday anytime of the day without any explanation whatsoever",2019-06-18 15:54:35+00:00,,
1571,july-mid,during,2019-06-20,power outage,1141011183622852610,trent_sidwell,Asked for a day off the day before he broke the record bc he caught his wife sleeping with Kevin Costner but there was a power outage that day so it was pushed back till the next day allowing him to break the record ,2019-06-18 15:53:59+00:00,,
1572,july-mid,during,2019-06-20,power outage,1141011033810788352,wgraceann,"@KenyaPower_Care A/C 1734336 Hi, we have power outage since 1pm.",2019-06-18 15:53:24+00:00,,
1573,july-mid,during,2019-06-20,power outage,1141010823906779148,Job2Kims,"@KenyaPower_Care Hi, we have power outage for close to an hour now in Kinoo. My prepaid account number is 14244189370",2019-06-18 15:52:34+00:00,,
1574,july-mid,during,2019-06-20,power outage,1141010664615567360,Papa_Desh,"Power outage in Umhlanga, Some areas of Phoenix and Phoenix Industrial? @eThekwiniM @Eskom_SA",2019-06-18 15:51:56+00:00,,
1575,july-mid,during,2019-06-20,power outage,1141010326181294080,HobanGirl,"A massive power outage like Argentina's could happen in the US | As South American countries recover from a massive blackout, the US isn't immune: The Northeast Blackout of 2003 cut power to 50 million people &amp; many threats to the electricity grid remain. http://theconversation.com/a-massive-power-outage-like-argentinas-could-happen-in-the-us-4-essential-reads-101481",2019-06-18 15:50:35+00:00,,
1576,july-mid,during,2019-06-20,power outage,1141010318941773824,leg_sad,power outage all day who's gonna hang with me instead ,2019-06-18 15:50:33+00:00,,
1577,july-mid,during,2019-06-20,power outage,1141010008659902467,Kireshchand,"Power outage in Phoenix, anyone know what's going on? @ecr9495 @TrendsmapDurban",2019-06-18 15:49:19+00:00,,
1578,july-mid,during,2019-06-20,power outage,1141009261201199104,AKNaik2020,@CMDMSEDCL Power outage observed of almost 3 hrs in Pimple Saudagar Pune locality today. Who is responsible ??,2019-06-18 15:46:21+00:00,,
1579,july-mid,during,2019-06-20,power outage,1141009197460598784,d4zza,So what we're seeing is a major power outage. So far: Durban North La lucia Umhlanga Somerset Park Morningside Effingham Avoca Glen Anil Westville Sydenham Berea,2019-06-18 15:46:06+00:00,,
