,Event,Stage,Query Date,Query Term,Id,Username,Text,Date,Hashtags,Location
893,january-early,after,2019-01-10,power outage,1082836845669597184,veryfakeprofile,Replying to report power outage #OUT @ComEd ,2019-01-09 03:09:56+00:00,#OUT,
894,january-early,after,2019-01-10,power outage,1082836217518010368,dt808traffic,"ALA MOANA UPDATE: 32 customers restored but 88 customers remain w/o power because of underground cable damaged by contractor at Halekauwila and Ward. @HwnElectric expects outage for 88 until repairs are completed, another 2 hours. Traffic lights out, all way stop #hitraffic",2019-01-09 03:07:27+00:00,#hitraffic,
895,january-early,after,2019-01-10,power outage,1082834604644597760,julia_given,"I had to stop 4 times on my way home because or holes in my road, power trucks fixing power outage (squirrel farted), deep holes, wide holes, and more holes. Waiting for that infrastructure bill.",2019-01-09 03:01:02+00:00,,
896,january-early,after,2019-01-10,power outage,1082834317116608512,WeatherFixErick,Hearing reports of Westernport and Luke being out of power along with Barton and Piedmont I’m assuming due to the earlier storms. Please comment any reports of damage and power outages in the comments below.,2019-01-09 02:59:53+00:00,,
897,january-early,after,2019-01-10,power outage,1082833708606877696,Riley_Stark_,"#ComoxValley #Courtenay #SnowAmIRight Brief one minute Power outage on Cliffe Ave by the Museum, check your devices and powerbars!",2019-01-09 02:57:28+00:00,#ComoxValley #Courtenay #SnowAmIRight,
898,january-early,after,2019-01-10,power outage,1082832751278071813,Jennife88318080,Power Outage= Cuddle and Sleep in mom and dad bed #lovemykids #worldsbestkidsever https://www.instagram.com/p/BsZdLjaAVc2_Jwhm-vwJrouWsu9GxJ5co6Hdl00/?utm_source=ig_twitter_share&amp;igshid=hsn6p6i7yb0a,2019-01-09 02:53:40+00:00,#lovemykids #worldsbestkidsever,
899,january-early,after,2019-01-10,power outage,1082831417246126080,9janews241,"KEDCO explains power shortage outage in Kano, others http://9janews24.com.ng/2019/01/09/kedco-explains-power-shortage-outage-in-kano-others/",2019-01-09 02:48:22+00:00,,
900,january-early,after,2019-01-10,power outage,1082831394588381185,socialwebcafe,"Great advice! And, I think people miss #3. We had an unexpected power outage yesterday but it was a chance to practice the routine and discovered where the plan could be tweaked #SocialCafe",2019-01-09 02:48:17+00:00,#SocialCafe,
901,january-early,after,2019-01-10,power outage,1082831362254606336,cityofmorganton,"City crews are working to restore power to approximately 775 customers. Crews are investigating the cause of the outage, which is affecting customers on E Union St, N Terrace Pl, Pearson Dr, Morehead St, &amp; other areas. There is no estimate for when power will be restored.",2019-01-09 02:48:09+00:00,,
902,january-early,after,2019-01-10,power outage,1082831353824141312,ZacharysWeather,"LOCAL WEATHER: Winds of 25-35mph with gusts to 50 mph until 6AM Wed for Cascade Foothills near gaps, and from 6AM thru 6PM Wed for Coast & N Interior. Snapped tree branches & local power outages possible. Are you #prepared? #WAwx",2019-01-09 02:48:07+00:00,#prepared #WAwx,
903,january-early,after,2019-01-10,power outage,1082831162907729921,EliAlmonte17,"@lawrencepolice power outage by Swan, Cornish, Knox Streets.",2019-01-09 02:47:21+00:00,,
904,january-early,after,2019-01-10,power outage,1082831087804600320,BreakingNewzman,"Cold front brings high winds, power outages and a return to seasonable weather @Woodsnight https://www.dispatch.com/news/20190108/cold-front-brings-high-winds-power-outages-and-return-to-seasonable-weather",2019-01-09 02:47:04+00:00,,
905,january-early,after,2019-01-10,power outage,1082830531996278784,LifesstyleD,Third has been a power outages All over the United States of America. Wonder why did this happen just befor your speech tonight?? I'm really upset what was the causes. ? ,2019-01-09 02:44:51+00:00,,
906,january-early,after,2019-01-10,power outage,1082830514883575814,Cindy54324807,@Mornington1919 Thank you to the staff who stayed after hours tonight to make sure their customers had their services up and running after the power outage.,2019-01-09 02:44:47+00:00,,
907,january-early,after,2019-01-10,power outage,1082830366820499456,SaltChamber,Just a heads up that the Chamber Office and the Visitor Centre are closed tomorrow (Wednesday) due to a scheduled power outage! Open again for regular hours 11 to 3 on Thursday!,2019-01-09 02:44:12+00:00,,
908,january-early,after,2019-01-10,power outage,1082830068206964736,CubSmurf,"Booo. Not quite the same but I have an old digital Timex with IndiGlow from college that still works! We had repeated power outages so battery power was a must to make early classes (when not hungover, ha!)",2019-01-09 02:43:00+00:00,,
909,january-early,after,2019-01-10,power outage,1082830030126886913,NWSSeattle,"Winds of 25-35mph with gusts to 50 mph until 6AM Wed for Cascade Foothills near gaps, and from 6AM thru 6PM Wed for Coast & N Interior. Snapped tree branches & local power outages possible. Are you #prepared? #WAwx",2019-01-09 02:42:51+00:00,#prepared #WAwx,
910,january-early,after,2019-01-10,power outage,1082829714992041985,NathanTManuel,I’ve been blessed by a power outage during Toddler-in-chief’s edict to the Nation...so what did I miss?,2019-01-09 02:41:36+00:00,,
911,january-early,after,2019-01-10,power outage,1082829610977513472,SamIAm85,Should I look deeper into the fact that just as Trump was about to speak a power outage hit our neighborhood? I literally had the remote in my hand to change the channel but Mother Nature did it for me I guess. No heat in Illinois in January. Could be a cold night y’all!,2019-01-09 02:41:11+00:00,,
912,january-early,after,2019-01-10,power outage,1082828611764318208,CityPowerJhb,"Hi Nyiko, We are aware of power outage in your area, Our technicians will be dispatched to investigate and work on restorations of power.^MH",2019-01-09 02:37:13+00:00,,
913,january-early,after,2019-01-10,power outage,1082828418021052421,WTAE,"Power outage reported in Robinson area, including at the mall http://bit.ly/2TAdl29",2019-01-09 02:36:27+00:00,,
914,january-early,after,2019-01-10,power outage,1082828211816345600,dt808traffic,Power outage in Ala Moana and Kakaako areas. An underground cable was hit while a contractor was working near Halekauwila and Ward Ave. Hawaiian Electric crew is repairing it but 132 customers... https://www.facebook.com/permalink.php?story_fbid=10161440068795694&amp;id=251834315693,2019-01-09 02:35:38+00:00,,
915,january-early,after,2019-01-10,power outage,1082828112017190912,Humanity_NE,Stream diffculties occured because of power outage! Yay! Time to go inspect and see what’s going on.,2019-01-09 02:35:14+00:00,,
916,january-early,after,2019-01-10,power outage,1082827920287109120,dt808traffic,Power outage in Ala Moana and Kakaako areas. An underground cable was hit while a contractor was working near Halekauwila and Ward Ave. Hawaiian Electric crew is repairing it but 132 customers are without... https://www.facebook.com/danielle.tucker.7927/posts/10217548460525855,2019-01-09 02:34:28+00:00,,
917,january-early,after,2019-01-10,power outage,1082827887852638208,DispatchAlerts,"Cold front brings high winds, power outages and a return to seasonable weather http://bit.ly/2QwM1Ab",2019-01-09 02:34:21+00:00,,
918,january-early,after,2019-01-10,power outage,1082827788401422341,GorcheffP,"Power outage reported in Robinson area, including at the mall https://www.wtae.com/article/power-outage-reported-in-robinson-including-at-the-mall/25821199",2019-01-09 02:33:57+00:00,,
919,january-early,after,2019-01-10,power outage,1082826844842401793,StigiR6,Apparently Finland is a 3rd world country. In the matter of 6hrs i've had 8 power outages. ,2019-01-09 02:30:12+00:00,,
920,january-early,after,2019-01-10,power outage,1082826784956080128,voodoochilddd,"Mine did too, ya in Northern Meadows? I had two people post about a power outage and them having to use candles.",2019-01-09 02:29:58+00:00,,
921,january-early,after,2019-01-10,power outage,1082826729239007234,BeauReports,"Power outage reported in Robinson area, including at the mall http://wtae.com/article/power-outage-reported-in-robinson-including-at-the-mall/25821199?src=app",2019-01-09 02:29:44+00:00,,
922,january-early,after,2019-01-10,power outage,1082826025870995458,dramzan,Did he help cause any irl power outages for the enemies? ,2019-01-09 02:26:57+00:00,,
923,january-early,after,2019-01-10,power outage,1082825895243644928,ChiliWX,"9:26 PM: Here's a look at the power outages currently being reported across Ohio, Kentucky, and West Virginia. Maps courtesy: @AEPnews",2019-01-09 02:26:26+00:00,,
924,january-early,after,2019-01-10,power outage,1082825831381172224,wt_lambert,"While power is now finally back, I am sure that #DownWithYouKnowWho will not rest on their laurels and already plot their next outage ... #JustSaying whthome",2019-01-09 02:26:10+00:00,#DownWithYouKnowWho #JustSaying,
925,january-early,after,2019-01-10,power outage,1082825796337758210,nyiko_mageza,Here we go again - no power in 10th Avenue Melville also. This will be the second power outage here for 2019.,2019-01-09 02:26:02+00:00,,
926,january-early,after,2019-01-10,power outage,1082825554276028416,taisha_tacea,So it’s a power outage ???? I hope not this way on the babiesssss,2019-01-09 02:25:04+00:00,,
927,january-early,after,2019-01-10,power outage,1082825400978292736,voodoochilddd,"Bro this power outage better not hit me, I gotta charge my phone ",2019-01-09 02:24:28+00:00,,
928,january-early,after,2019-01-10,power outage,1082824748642586624,TheTrillionMan,I added a video to a @YouTube playlist http://youtu.be/PBAAcbA7d60?a How To Survive A Permanent Power Outage,2019-01-09 02:21:52+00:00,,
929,january-early,after,2019-01-10,power outage,1082824718816870401,whthome,"While power is now finally back, I am sure that #DownWithYouKnowWho will not rest on their laurels and already plot their next outage ... #JustSaying",2019-01-09 02:21:45+00:00,#DownWithYouKnowWho #JustSaying,
930,january-early,after,2019-01-10,power outage,1082824623476088832,ScubaChevy,What do you do with your brothers when the power has been out for hours?... Sing! #brotherlylove #poweroutage https://www.instagram.com/p/BsZZNHEBbnC/?utm_source=ig_twitter_share&amp;igshid=19tyf3j1744mw,2019-01-09 02:21:22+00:00,#brotherlylove #poweroutage,
931,january-early,after,2019-01-10,power outage,1082824084419952640,MadyVirgona,The only good thing about four power outages on the same day is that I'm missing Trump's address on TV #SilverLining,2019-01-09 02:19:14+00:00,#SilverLining,
